Name,PublicOrPrivate,Area/Prefecture,SchoolClass,NumStudent,NumBorrower,NumNewBorrowerH27,NumExitLendingH22toH26,NumPostponeSchoolH27_ExitLendingH22toH26,NumPostponeGeneralH27_ExitLendingH22toH26,NumReductionH27_ExitLendingH22toH26,NumPaidUpH27_ExitLendingH22toH26,NumDelayedOver1DayH27_ExitLendingH22toH26,RatioDelayedOver1DayH27_ExitLendingH22toH26,NumDelayedOver3MonthsH27_ExitLendingH22toH26,RatioDelayedOver3MonthsH27_ExitLendingH22toH26,RatioDelayedOver3MonthsH23_ExitLendingH22,RatioDelayedOver3MonthsH24_ExitLendingH23,RatioDelayedOver3MonthsH25_ExitLendingH24,RatioDelayedOver3MonthsH26_ExitLendingH25,RatioDelayedOver3MonthsH27_ExitLendingH26,NumExitLendingH26,NumDelayedOver3MonthsH27_ExitLendingH26,RatioDelayedOver3MonthsH25_ExitLendingH20toH24,RatioDelayedOver3MonthsH26_ExitLendingH21toH25,NumExitLendingH21toH25,NumDelayedOver3MonthsH26_ExitLendingH21toH25
武蔵野大学,私立,東京,大学院,414,32,13,64,6,2,0,11,2,0.031,0,0,0,0,0,0,0,15,0,0.014,0,64,0
武蔵野美術大学,私立,東京,大学院,248,64,25,218,9,15,3,26,17,0.078,4,0.018,0,0,0.027,0,0,39,0,0.005,0.009,215,2
文化ファッション大学院大学,私立,東京,大学院,43,18,12,68,1,3,2,11,2,0.029,0,0,0,0,0.067,0,0,8,0,0.024,0.012,82,1
文化学園大学,私立,東京,大学院,19,,,24,,,,,,,,,,,,,,,,,,,
法政大学,私立,東京,大学院,1576,330,161,1336,83,91,9,189,29,0.022,10,0.007,0.012,0.003,0,0.01,0.008,265,2,0.007,0.01,1302,13
北里大学,私立,東京,大学院,580,144,66,418,25,8,1,64,9,0.022,3,0.007,0.01,0,0.011,0,0,63,0,0.006,0,454,0
明治学院大学,私立,東京,大学院,154,33,11,233,28,45,4,28,5,0.021,0,0,0,0,0,0.024,0,24,0,0.019,0.011,285,3
明治大学,私立,東京,大学院,2278,686,316,2242,149,179,11,322,39,0.017,5,0.002,0.006,0.002,0.006,0.012,0.003,390,1,0.007,0.005,2319,11
明治薬科大学,私立,東京,大学院,85,37,20,91,6,1,1,16,2,0.022,0,0,0,0,0,0,0,18,0,0,0,104,0
明星大学,私立,東京,大学院,119,43,17,116,8,3,0,15,2,0.017,0,0,0,0,0,0,0,15,0,0.015,0,124,0
立教大学,私立,東京,大学院,1003,229,89,723,90,66,7,102,19,0.026,3,0.004,0.006,0.014,0.006,0,0,122,0,0.01,0.008,748,6
立正大学,私立,東京,大学院,232,34,18,113,16,4,3,12,3,0.027,0,0,0,0.071,0,0,0,17,0,0,0.033,120,4
和光大学,私立,東京,大学院,12,,,10,,,,,,,,,,,,,,,,,,,
國學院大学,私立,東京,大学院,253,58,31,267,31,41,0,41,8,0.03,3,0.011,0,0.02,0,0.022,0.045,44,2,0.006,0.01,313,3
愛知みずほ大学,私立,東海北陸,大学院,15,,,4,,,,,,,,,,,,,,,,,,,
愛知医科大学,私立,東海北陸,大学院,149,,,2,,,,,,,,,,,,,,,,,,,
愛知学院大学,私立,東海北陸,大学院,185,54,18,220,11,14,2,34,8,0.036,4,0.018,0.042,0,0.051,0,0,32,0,0.021,0.013,235,3
愛知工科大学,私立,東海北陸,大学院,8,,,9,,,,,,,,,,,,,,,,,,,
愛知工業大学,私立,東海北陸,大学院,192,50,22,140,5,0,2,25,2,0.014,0,0,0,0,0,0,0,28,0,0.008,0,131,0
愛知産業大学,私立,東海北陸,大学院,13,,,4,,,,,,,,,,,,,,,,,,,
愛知淑徳大学,私立,東海北陸,大学院,60,17,10,73,6,1,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,92,0
愛知大学,私立,東海北陸,大学院,84,11,6,103,1,16,2,7,5,0.049,2,0.019,0,0,0.071,0,0,8,0,0.015,0,122,0
岐阜経済大学,私立,東海北陸,大学院,4,,,3,,,,,,,,,,,,,,,,,,,
岐阜女子大学,私立,東海北陸,大学院,61,,,4,,,,,,,,,,,,,,,,,,,
岐阜聖徳学園大学,私立,東海北陸,大学院,12,,,11,,,,,,,,,,,,,,,,,,,
桐朋学園大学院大学,私立,東海北陸,大学院,23,,,9,,,,,,,,,,,,,,,,,,,
金城学院大学,私立,東海北陸,大学院,63,,,14,,,,,,,,,,,,,,,,,,,
金沢学院大学,私立,東海北陸,大学院,40,,,16,,,,,,,,,,,,,,,,,,,
金沢工業大学,私立,東海北陸,大学院,422,146,79,482,11,12,1,69,13,0.027,1,0.002,0,0.008,0,0,0,82,0,0.002,0.002,474,1
金沢星稜大学,私立,東海北陸,大学院,22,,,9,,,,,,,,,,,,,,,,,,,
光産業創成大学院大学,私立,東海北陸,大学院,31,,,5,,,,,,,,,,,,,,,,,,,
皇学館大学,私立,東海北陸,大学院,35,,,33,,,,,,,,,,,,,,,,,,,
高岡法科大学,私立,東海北陸,大学院,9,,,1,,,,,,,,,,,,,,,,,,,
桜花学園大学,私立,東海北陸,大学院,7,,,3,,,,,,,,,,,,,,,,,,,
四日市看護医療大学,私立,東海北陸,大学院,15,,,1,,,,,,,,,,,,,,,,,,,
至学館大学,私立,東海北陸,大学院,10,,,10,,,,,,,,,,,,,,,,,,,
常葉大学,私立,東海北陸,大学院,47,,,43,,,,,,,,,,,,,,,,,,,
人間環境大学,私立,東海北陸,大学院,40,,,7,,,,,,,,,,,,,,,,,,,
仁愛大学,私立,東海北陸,大学院,19,,,9,,,,,,,,,,,,,,,,,,,
椙山女学園大学,私立,東海北陸,大学院,53,,,26,,,,,,,,,,,,,,,,,,,
星城大学,私立,東海北陸,大学院,16,,,1,,,,,,,,,,,,,,,,,,,
聖隷クリストファー大学,私立,東海北陸,大学院,87,,,20,,,,,,,,,,,,,,,,,,,
静岡理工科大学,私立,東海北陸,大学院,28,,,30,,,,,,,,,,,,,,,,,,,
大同大学,私立,東海北陸,大学院,58,15,7,67,0,2,0,6,1,0.015,0,0,0,0,0.059,0,0,10,0,0.013,0,71,0
中京大学,私立,東海北陸,大学院,227,57,26,200,20,17,4,28,8,0.04,3,0.015,0,0.038,0,0,0,31,0,0.009,0.009,225,2
中部学院大学,私立,東海北陸,大学院,21,,,1,,,,,,,,,,,,,,,,,,,
中部大学,私立,東海北陸,大学院,245,78,37,231,11,8,1,27,3,0.013,1,0.004,0,0,0,0,0,43,0,0.004,0,229,0
朝日大学,私立,東海北陸,大学院,71,18,2,71,4,1,0,11,0,0,0,0,0,0,0,0,0,16,0,0,0,57,0
東海学院大学,私立,東海北陸,大学院,15,,,16,,,,,,,,,,,,,,,,,,,
東海学園大学,私立,東海北陸,大学院,20,,,6,,,,,,,,,,,,,,,,,,,
藤田保健衛生大学,私立,東海北陸,大学院,243,,,30,,,,,,,,,,,,,,,,,,,
同朋大学,私立,東海北陸,大学院,33,,,3,,,,,,,,,,,,,,,,,,,
南山大学,私立,東海北陸,大学院,239,56,27,257,8,19,5,32,10,0.039,4,0.016,0,0,0.035,0,0,34,0,0.014,0.004,274,1
日本赤十字豊田看護大学,私立,東海北陸,大学院,24,,,1,,,,,,,,,,,,,,,,,,,
日本福祉大学,私立,東海北陸,大学院,247,,,46,,,,,,,,,,,,,,,,,,,
福井工業大学,私立,東海北陸,大学院,30,,,45,,,,,,,,,,,,,,,,,,,
豊橋創造大学,私立,東海北陸,大学院,22,,,6,,,,,,,,,,,,,,,,,,,
豊田工業大学,私立,東海北陸,大学院,74,,,22,,,,,,,,,,,,,,,,,,,
名古屋音楽大学,私立,東海北陸,大学院,43,,,34,,,,,,,,,,,,,,,,,,,
名古屋外国語大学,私立,東海北陸,大学院,22,,,9,,,,,,,,,,,,,,,,,,,
名古屋学院大学,私立,東海北陸,大学院,130,,,21,,,,,,,,,,,,,,,,,,,
名古屋学芸大学,私立,東海北陸,大学院,24,,,18,,,,,,,,,,,,,,,,,,,
名古屋経済大学,私立,東海北陸,大学院,86,6,5,57,4,7,0,7,1,0.018,0,0,0,0,0.111,0,0,13,0,0.046,0,60,0
名古屋芸術大学,私立,東海北陸,大学院,64,18,7,58,2,7,1,10,1,0.017,0,0,0,0,0,0,0,10,0,0.016,0.016,61,1
名古屋産業大学,私立,東海北陸,大学院,7,,,2,,,,,,,,,,,,,,,,,,,
名古屋女子大学,私立,東海北陸,大学院,2,,,3,,,,,,,,,,,,,,,,,,,
名古屋商科大学,私立,東海北陸,大学院,427,5,2,74,3,6,0,9,1,0.014,0,0,0,0.059,0.063,0,0,9,0,0.013,0,80,0
名古屋造形大学,私立,東海北陸,大学院,24,,,36,,,,,,,,,,,,,,,,,,,
名城大学,私立,東海北陸,大学院,534,176,96,646,30,34,1,116,14,0.022,4,0.006,0,0.013,0,0.008,0,95,0,0.003,0.003,685,2
鈴鹿医療科学大学,私立,東海北陸,大学院,32,,,8,,,,,,,,,,,,,,,,,,,
びわこ成蹊スポーツ大学,私立,近畿,大学院,21,,,7,,,,,,,,,,,,,,,,,,,
芦屋大学,私立,近畿,大学院,10,,,2,,,,,,,,,,,,,,,,,,,
花園大学,私立,近畿,大学院,33,,,22,,,,,,,,,,,,,,,,,,,
関西医科大学,私立,近畿,大学院,106,,,2,,,,,,,,,,,,,,,,,,,
関西医療大学,私立,近畿,大学院,13,,,8,,,,,,,,,,,,,,,,,,,
関西外国語大学,私立,近畿,大学院,32,,,26,,,,,,,,,,,,,,,,,,,
関西学院大学,私立,近畿,大学院,903,252,109,1092,50,120,11,166,26,0.024,5,0.005,0.004,0.008,0,0.005,0,197,0,0.007,0.007,1120,8
関西看護医療大学,私立,近畿,大学院,15,,,1,,,,,,,,,,,,,,,,,,,
関西国際大学,私立,近畿,大学院,26,,,13,,,,,,,,,,,,,,,,,,,
関西大学,私立,近畿,大学院,1760,625,301,2106,103,119,10,362,44,0.021,18,0.009,0.009,0.008,0.002,0,0.003,356,1,0.006,0.007,2207,15
関西福祉科学大学,私立,近畿,大学院,35,,,34,,,,,,,,,,,,,,,,,,,
関西福祉大学,私立,近畿,大学院,17,,,4,,,,,,,,,,,,,,,,,,,
畿央大学,私立,近畿,大学院,75,,,9,,,,,,,,,,,,,,,,,,,
京都ノートルダム女子大学,私立,近畿,大学院,27,,,20,,,,,,,,,,,,,,,,,,,
京都外国語大学,私立,近畿,大学院,62,,,34,,,,,,,,,,,,,,,,,,,
京都学園大学,私立,近畿,大学院,50,,,38,,,,,,,,,,,,,,,,,,,
京都橘大学,私立,近畿,大学院,41,,,36,,,,,,,,,,,,,,,,,,,
京都光華女子大学,私立,近畿,大学院,18,,,12,,,,,,,,,,,,,,,,,,,
京都嵯峨芸術大学,私立,近畿,大学院,24,,,17,,,,,,,,,,,,,,,,,,,
京都産業大学,私立,近畿,大学院,215,36,17,184,23,30,5,19,5,0.027,2,0.011,0,0.024,0,0.067,0,19,0,0.008,0.009,220,2
京都女子大学,私立,近畿,大学院,97,24,13,88,5,2,2,6,1,0.011,0,0,0.071,0,0,0,0,19,0,0,0,86,0
京都情報大学院大学,私立,近畿,大学院,33,,,18,,,,,,,,,,,,,,,,,,,
京都精華大学,私立,近畿,大学院,48,14,10,80,9,7,1,10,3,0.038,0,0,0,0,0,0,0,13,0,0,0,78,0
京都造形芸術大学,私立,近畿,大学院,280,38,12,128,8,7,6,20,13,0.102,2,0.016,0,0,0,0,0.043,23,1,0.007,0,133,0
京都文教大学,私立,近畿,大学院,71,23,9,89,2,6,0,13,4,0.045,1,0.011,0,0,0,0,0.05,20,1,0,0,91,0
京都薬科大学,私立,近畿,大学院,45,8,2,70,2,0,0,17,4,0.057,0,0,0,0,0,0,0,3,0,0,0,119,0
近畿大学,私立,近畿,大学院,877,332,164,1100,43,74,2,152,33,0.03,5,0.005,0,0.004,0.009,0,0,176,0,0.007,0.005,1138,6
甲子園大学,私立,近畿,大学院,18,,,21,,,,,,,,,,,,,,,,,,,
甲南女子大学,私立,近畿,大学院,33,,,15,,,,,,,,,,,,,,,,,,,
甲南大学,私立,近畿,大学院,242,94,39,376,18,47,4,50,4,0.011,1,0.003,0,0,0.013,0,0,49,0,0.005,0.01,410,4
高野山大学,私立,近畿,大学院,30,,,13,,,,,,,,,,,,,,,,,,,
四天王寺大学,私立,近畿,大学院,6,,,1,,,,,,,,,,,,,,,,,,,
滋慶医療科学大学院大学,私立,近畿,大学院,54,,,5,,,,,,,,,,,,,,,,,,,
森ノ宮医療大学,私立,近畿,大学院,12,,,4,,,,,,,,,,,,,,,,,,,
神戸学院大学,私立,近畿,大学院,93,16,8,131,7,25,0,20,0,0,0,0,0.041,0,0,0,0,18,0,0.01,0.012,163,2
神戸芸術工科大学,私立,近畿,大学院,29,,,30,,,,,,,,,,,,,,,,,,,
神戸女学院大学,私立,近畿,大学院,70,,,44,,,,,,,,,,,,,,,,,,,
神戸女子大学,私立,近畿,大学院,36,,,26,,,,,,,,,,,,,,,,,,,
神戸松蔭女子学院大学,私立,近畿,大学院,18,,,22,,,,,,,,,,,,,,,,,,,
神戸情報大学院大学,私立,近畿,大学院,51,10,5,51,3,4,0,6,5,0.098,2,0.039,0.333,0,0.091,0,0,11,0,0.023,0,47,0
神戸親和女子大学,私立,近畿,大学院,36,,,23,,,,,,,,,,,,,,,,,,,
神戸薬科大学,私立,近畿,大学院,17,,,20,,,,,,,,,,,,,,,,,,,
摂南大学,私立,近畿,大学院,81,44,21,110,12,6,0,13,1,0.009,0,0,0,0,0,0,0,21,0,0,0,111,0
大阪医科大学,私立,近畿,大学院,189,,,1,,,,,,,,,,,,,,,,,,,
大阪音楽大学,私立,近畿,大学院,39,,,20,,,,,,,,,,,,,,,,,,,
大阪学院大学,私立,近畿,大学院,87,13,6,92,4,19,1,13,0,0,0,0,0,0.1,0.1,0,0,7,0,0.031,0.045,112,5
大阪経済大学,私立,近畿,大学院,95,,,40,,,,,,,,,,,,,,,,,,,
大阪芸術大学,私立,近畿,大学院,76,41,18,163,12,16,1,19,12,0.074,2,0.012,0.04,0,0,0.033,0,17,0,0.028,0.01,198,2
大阪工業大学,私立,近畿,大学院,356,197,109,579,14,8,1,91,14,0.024,2,0.003,0,0.013,0.024,0,0,101,0,0.008,0.008,595,5
大阪産業大学,私立,近畿,大学院,65,9,3,83,2,8,3,11,4,0.048,1,0.012,0,0,0,0,0,10,0,0.011,0,87,0
大阪歯科大学,私立,近畿,大学院,85,,,43,,,,,,,,,,,,,,,,,,,
大阪女学院大学,私立,近畿,大学院,8,,,1,,,,,,,,,,,,,,,,,,,
大阪商業大学,私立,近畿,大学院,14,,,2,,,,,,,,,,,,,,,,,,,
大阪樟蔭女子大学,私立,近畿,大学院,41,,,22,,,,,,,,,,,,,,,,,,,
大阪人間科学大学,私立,近畿,大学院,8,,,6,,,,,,,,,,,,,,,,,,,
大阪総合保育大学,私立,近畿,大学院,50,,,6,,,,,,,,,,,,,,,,,,,
大阪体育大学,私立,近畿,大学院,66,23,7,86,9,0,1,12,4,0.047,2,0.023,0,0,0,0,0,20,0,0.012,0.025,80,2
大阪大谷大学,私立,近畿,大学院,4,,,1,,,,,,,,,,,,,,,,,,,
大阪電気通信大学,私立,近畿,大学院,136,96,46,411,10,21,0,63,14,0.034,3,0.007,0.011,0.019,0.013,0.012,0.039,51,2,0.014,0.009,437,4
大阪保健医療大学,私立,近畿,大学院,12,,,1,,,,,,,,,,,,,,,,,,,
大阪薬科大学,私立,近畿,大学院,22,,,46,,,,,,,,,,,,,,,,,,,
大手前大学,私立,近畿,大学院,8,,,7,,,,,,,,,,,,,,,,,,,
大谷大学,私立,近畿,大学院,107,,,44,,,,,,,,,,,,,,,,,,,
長浜バイオ大学,私立,近畿,大学院,89,34,16,105,11,4,0,15,3,0.029,1,0.01,0,0,0,0.071,0,21,0,0,0.02,101,2
追手門学院大学,私立,近畿,大学院,38,9,8,55,1,5,1,7,4,0.073,1,0.018,0,0,0,0,0.125,8,1,0,0,54,0
帝塚山学院大学,私立,近畿,大学院,37,18,7,63,2,2,0,9,2,0.032,0,0,0,0,0,0,0,14,0,0,0,62,0
帝塚山大学,私立,近畿,大学院,48,,,48,,,,,,,,,,,,,,,,,,,
天理大学,私立,近畿,大学院,27,,,26,,,,,,,,,,,,,,,,,,,
桃山学院大学,私立,近畿,大学院,24,,,28,,,,,,,,,,,,,,,,,,,
同志社女子大学,私立,近畿,大学院,41,,,31,,,,,,,,,,,,,,,,,,,
同志社大学,私立,近畿,大学院,2060,732,345,2351,170,152,14,425,57,0.024,8,0.003,0,0.015,0.009,0.009,0.007,413,3,0.007,0.005,2434,12
奈良大学,私立,近畿,大学院,67,17,6,80,6,9,3,9,1,0.013,0,0,0,0,0,0,0,15,0,0,0,80,0
梅花女子大学,私立,近畿,大学院,45,,,44,,,,,,,,,,,,,,,,,,,
姫路獨協大学,私立,近畿,大学院,24,,,28,,,,,,,,,,,,,,,,,,,
武庫川女子大学,私立,近畿,大学院,300,57,26,184,12,6,2,23,5,0.027,2,0.011,0,0,0.04,0,0,32,0,0.012,0.012,173,2
兵庫医科大学,私立,近畿,大学院,176,,,7,,,,,,,,,,,,,,,,,,,
兵庫医療大学,私立,近畿,大学院,43,,,1,,,,,,,,,,,,,,,,,,,
宝塚大学,私立,近畿,大学院,9,,,27,,,,,,,,,,,,,,,,,,,
明治国際医療大学,私立,近畿,大学院,62,26,14,65,7,1,2,8,1,0.015,0,0,0,0,0,0,0,11,0,0,0,68,0
立命館大学,私立,近畿,大学院,2819,928,496,2937,176,184,21,491,73,0.025,8,0.003,0.005,0.003,0.003,0.004,0,466,0,0.008,0.004,3111,13
龍谷大学,私立,近畿,大学院,600,177,86,659,42,70,7,98,30,0.046,12,0.018,0.021,0.006,0.015,0.008,0.011,87,1,0.014,0.014,707,10
佛教大学,私立,近畿,大学院,140,35,20,95,6,11,4,11,4,0.042,1,0.011,0,0,0,0,0.091,11,1,0.014,0,116,0
くらしき作陽大学,私立,中国,大学院,13,,,10,,,,,,,,,,,,,,,,,,,
エリザベト音楽大学,私立,中国,大学院,38,,,34,,,,,,,,,,,,,,,,,,,
ノートルダム清心女子大学,私立,中国,大学院,15,,,15,,,,,,,,,,,,,,,,,,,
安田女子大学,私立,中国,大学院,41,,,39,,,,,,,,,,,,,,,,,,,
宇部フロンティア大学,私立,中国,大学院,33,,,20,,,,,,,,,,,,,,,,,,,
岡山商科大学,私立,中国,大学院,13,,,9,,,,,,,,,,,,,,,,,,,
岡山理科大学,私立,中国,大学院,202,96,47,360,14,11,4,49,11,0.031,1,0.003,0.011,0.011,0,0,0.02,51,1,0.007,0.002,410,1
吉備国際大学,私立,中国,大学院,121,8,3,58,2,5,3,4,0,0,0,0,0,0,0,0,0,13,0,0.016,0.018,57,1
広島経済大学,私立,中国,大学院,6,,,4,,,,,,,,,,,,,,,,,,,
広島工業大学,私立,中国,大学院,77,25,14,78,1,2,0,7,2,0.026,0,0,0,0,0,0,0,12,0,0,0,81,0
広島国際学院大学,私立,中国,大学院,8,,,4,,,,,,,,,,,,,,,,,,,
広島国際大学,私立,中国,大学院,107,16,9,66,1,3,1,8,5,0.076,0,0,0,0,0,0,0,5,0,0,0,80,0
広島修道大学,私立,中国,大学院,53,13,3,117,5,30,8,17,7,0.06,3,0.026,0.083,0.026,0,0,0,20,0,0.014,0,133,0
広島女学院大学,私立,中国,大学院,20,,,4,,,,,,,,,,,,,,,,,,,
広島文化学園大学,私立,中国,大学院,39,,,22,,,,,,,,,,,,,,,,,,,
広島文教女子大学,私立,中国,大学院,16,,,14,,,,,,,,,,,,,,,,,,,
山口学芸大学,私立,中国,大学院,5,,,1,,,,,,,,,,,,,,,,,,,
就実大学,私立,中国,大学院,21,,,7,,,,,,,,,,,,,,,,,,,
川崎医科大学,私立,中国,大学院,55,,,1,,,,,,,,,,,,,,,,,,,
川崎医療福祉大学,私立,中国,大学院,111,17,4,106,4,1,0,11,2,0.019,0,0,0,0,0,0,0,13,0,0,0,114,0
倉敷芸術科学大学,私立,中国,大学院,39,15,6,79,8,8,1,13,1,0.013,0,0,0,0,0,0,0,16,0,0,0,74,0
中国学園大学,私立,中国,大学院,9,,,2,,,,,,,,,,,,,,,,,,,
東亜大学,私立,中国,大学院,194,25,16,53,8,7,2,4,1,0.019,0,0,0,0,0,0,0,14,0,0.017,0.063,48,3
日本赤十字広島看護大学,私立,中国,大学院,33,,,8,,,,,,,,,,,,,,,,,,,
梅光学院大学,私立,中国,大学院,9,,,6,,,,,,,,,,,,,,,,,,,
比治山大学,私立,中国,大学院,10,,,10,,,,,,,,,,,,,,,,,,,
美作大学,私立,中国,大学院,6,,,7,,,,,,,,,,,,,,,,,,,
福山大学,私立,中国,大学院,36,12,5,78,2,4,0,13,0,0,0,0,0,0,0,0,0,12,0,0,0,101,0
福山平成大学,私立,中国,大学院,11,,,7,,,,,,,,,,,,,,,,,,,
四国学院大学,私立,四国,大学院,2,,,3,,,,,,,,,,,,,,,,,,,
四国大学,私立,四国,大学院,29,,,15,,,,,,,,,,,,,,,,,,,
松山大学,私立,四国,大学院,19,,,15,,,,,,,,,,,,,,,,,,,
徳島文理大学,私立,四国,大学院,51,15,3,81,7,2,2,12,4,0.049,0,0,0,0,0,0,0,7,0,0,0.009,117,1
沖縄キリスト教学院大学,私立,九州,大学院,5,,,6,,,,,,,,,,,,,,,,,,,
沖縄国際大学,私立,九州,大学院,69,,,45,,,,,,,,,,,,,,,,,,,
沖縄大学,私立,九州,大学院,12,,,8,,,,,,,,,,,,,,,,,,,
久留米工業大学,私立,九州,大学院,10,,,23,,,,,,,,,,,,,,,,,,,
久留米大学,私立,九州,大学院,234,30,9,149,13,26,4,16,10,0.067,4,0.027,0.026,0,0,0.033,0.077,13,1,0.023,0.017,181,3
九州ルーテル学院大学,私立,九州,大学院,12,,,1,,,,,,,,,,,,,,,,,,,
九州栄養福祉大学,私立,九州,大学院,5,,,6,,,,,,,,,,,,,,,,,,,
九州看護福祉大学,私立,九州,大学院,42,,,15,,,,,,,,,,,,,,,,,,,
九州国際大学,私立,九州,大学院,18,,,17,,,,,,,,,,,,,,,,,,,
九州産業大学,私立,九州,大学院,128,45,31,155,14,9,5,18,6,0.039,2,0.013,0.057,0.022,0,0,0,24,0,0.017,0.006,169,1
九州情報大学,私立,九州,大学院,6,,,3,,,,,,,,,,,,,,,,,,,
九州保健福祉大学,私立,九州,大学院,72,,,4,,,,,,,,,,,,,,,,,,,
熊本学園大学,私立,九州,大学院,152,42,23,119,10,19,5,12,1,0.008,0,0,0,0,0,0.05,0,20,0,0.026,0.025,121,3
熊本保健科学大学,私立,九州,大学院,21,,,10,,,,,,,,,,,,,,,,,,,
産業医科大学,私立,九州,大学院,109,,,2,,,,,,,,,,,,,,,,,,,
志學館大学,私立,九州,大学院,21,,,28,,,,,,,,,,,,,,,,,,,
鹿児島国際大学,私立,九州,大学院,61,,,33,,,,,,,,,,,,,,,,,,,
鹿児島純心女子大学,私立,九州,大学院,13,,,19,,,,,,,,,,,,,,,,,,,
崇城大学,私立,九州,大学院,117,50,19,142,6,6,0,18,9,0.063,0,0,0,0.071,0,0,0,12,0,0.006,0,162,0
聖マリア学院大学,私立,九州,大学院,26,,,13,,,,,,,,,,,,,,,,,,,
西九州大学,私立,九州,大学院,39,,,23,,,,,,,,,,,,,,,,,,,
西南学院大学,私立,九州,大学院,136,28,14,178,14,29,5,20,7,0.039,1,0.006,0.021,0.095,0,0,0,13,0,0.008,0.004,226,1
西日本工業大学,私立,九州,大学院,6,,,22,,,,,,,,,,,,,,,,,,,
筑紫女学園大学,私立,九州,大学院,13,,,6,,,,,,,,,,,,,,,,,,,
中村学園大学,私立,九州,大学院,47,,,26,,,,,,,,,,,,,,,,,,,
長崎国際大学,私立,九州,大学院,15,,,13,,,,,,,,,,,,,,,,,,,
長崎純心大学,私立,九州,大学院,27,,,34,,,,,,,,,,,,,,,,,,,
長崎総合科学大学,私立,九州,大学院,30,,,47,,,,,,,,,,,,,,,,,,,
南九州大学,私立,九州,大学院,15,,,21,,,,,,,,,,,,,,,,,,,
日本経済大学,私立,九州,大学院,4,,,1,,,,,,,,,,,,,,,,,,,
日本赤十字九州国際看護大学,私立,九州,大学院,22,,,5,,,,,,,,,,,,,,,,,,,
日本文理大学,私立,九州,大学院,2,,,20,,,,,,,,,,,,,,,,,,,
福岡工業大学,私立,九州,大学院,76,44,23,216,7,5,2,26,3,0.014,0,0,0,0.016,0,0,0,38,0,0.015,0.005,215,1
福岡歯科大学,私立,九州,大学院,41,,,9,,,,,,,,,,,,,,,,,,,
福岡女学院大学,私立,九州,大学院,39,,,40,,,,,,,,,,,,,,,,,,,
福岡大学,私立,九州,大学院,584,219,92,728,32,49,3,114,26,0.036,5,0.007,0,0,0.007,0,0,117,0,0.004,0.016,764,12
別府大学,私立,九州,大学院,38,19,12,54,4,7,1,4,2,0.037,0,0,0.067,0.071,0,0,0,4,0,0.013,0.015,68,1
立命館アジア太平洋大学,私立,九州,大学院,9,,,13,,,,,,,,,,,,,,,,,,,
ＪＡ北海道厚生連旭川厚生看護専門学校,私立,北海道,専修学校,229,104,33,175,10,1,0,8,4,0.023,1,0.006,0,0.028,0,0,0,41,0,0.007,0.012,166,2
せいとく介護こども福祉専門学校,私立,北海道,専修学校,115,62,40,158,0,5,1,9,13,0.082,3,0.019,0,0,0.036,0,0.027,37,1,0.031,0.013,160,2
エス・ワン動物専門学校,私立,北海道,専修学校,89,50,34,118,4,4,1,9,4,0.034,0,0,0,0.04,0,0,0,22,0,0,0.009,117,1
オホーツク社会福祉専門学校,私立,北海道,専修学校,190,54,21,94,3,2,0,9,3,0.032,0,0,0.083,0,0.059,0.071,0,23,0,0.036,0.079,76,6
愛犬美容看護専門学校,私立,北海道,専修学校,155,72,33,76,15,2,0,8,5,0.066,1,0.013,,0,0,0.038,0.029,35,1,0.067,0.049,41,2
旭星学園旭川理容美容専門学校,私立,北海道,専修学校,93,41,19,112,2,3,0,5,15,0.134,5,0.045,0.071,0.05,0.043,0.038,0.069,29,2,0.033,0.034,87,3
旭川医療情報専門学校,私立,北海道,専修学校,68,33,16,92,3,0,0,7,2,0.022,1,0.011,0,0,0,0,0,18,0,0.014,0,84,0
旭川市医師会看護専門学校,私立,北海道,専修学校,188,60,29,106,2,0,0,9,5,0.047,1,0.009,0,0.074,0,0,0,21,0,0.013,0.011,94,1
旭川歯科学院専門学校,私立,北海道,専修学校,130,67,27,118,9,2,0,11,7,0.059,2,0.017,0,0,0,0,0,31,0,0.012,0.029,103,3
旭川大学情報ビジネス専門学校,私立,北海道,専修学校,75,19,13,54,0,3,0,4,4,0.074,2,0.037,0,0,0,0,0,11,0,0,0,48,0
旭川調理師専門学校,私立,北海道,専修学校,79,34,11,52,2,2,0,5,6,0.115,4,0.077,,0,0.143,0.133,0.091,22,2,0.133,0.1,30,3
旭川福祉専門学校,私立,北海道,専修学校,234,110,55,299,3,9,0,19,31,0.104,15,0.05,0.033,0.066,0.068,0.015,0.029,70,2,0.043,0.037,272,10
伊達赤十字看護専門学校,私立,北海道,専修学校,72,29,8,71,3,3,0,9,2,0.028,0,0,0,0,0,0,0,15,0,0,0,65,0
浦河赤十字看護専門学校,私立,北海道,専修学校,76,28,9,52,2,0,0,3,4,0.077,0,0,0,0,0,0.077,0,9,0,0,0.039,51,2
王子総合病院附属看護専門学校,私立,北海道,専修学校,98,30,12,62,4,0,0,2,5,0.081,0,0,0,0.056,0,0,0,18,0,0,0,49,0
吉田学園医療歯科専門学校,私立,北海道,専修学校,602,400,157,565,20,12,5,49,25,0.044,8,0.014,0.014,0.011,0.016,0.028,0.007,139,1,0.015,0.019,466,9
吉田学園情報ビジネス専門学校,私立,北海道,専修学校,229,131,75,287,4,7,0,28,25,0.087,10,0.035,0.024,0.046,0.088,0.042,0.027,74,2,0.037,0.039,255,10
