Name,PublicOrPrivate,Area/Prefecture,SchoolClass,NumStudent,NumBorrower,NumNewBorrowerH27,NumExitLendingH22toH26,NumPostponeSchoolH27_ExitLendingH22toH26,NumPostponeGeneralH27_ExitLendingH22toH26,NumReductionH27_ExitLendingH22toH26,NumPaidUpH27_ExitLendingH22toH26,NumDelayedOver1DayH27_ExitLendingH22toH26,RatioDelayedOver1DayH27_ExitLendingH22toH26,NumDelayedOver3MonthsH27_ExitLendingH22toH26,RatioDelayedOver3MonthsH27_ExitLendingH22toH26,RatioDelayedOver3MonthsH23_ExitLendingH22,RatioDelayedOver3MonthsH24_ExitLendingH23,RatioDelayedOver3MonthsH25_ExitLendingH24,RatioDelayedOver3MonthsH26_ExitLendingH25,RatioDelayedOver3MonthsH27_ExitLendingH26,NumExitLendingH26,NumDelayedOver3MonthsH27_ExitLendingH26,RatioDelayedOver3MonthsH25_ExitLendingH20toH24,RatioDelayedOver3MonthsH26_ExitLendingH21toH25,NumExitLendingH21toH25,NumDelayedOver3MonthsH26_ExitLendingH21toH25
吉田学園動物看護専門学校,私立,北海道,専修学校,65,33,21,138,4,7,2,7,9,0.065,4,0.029,0.04,0,0.105,0.038,0,38,0,0.033,0.024,127,3
宮島学園北海道ファッション専門学校,私立,北海道,専修学校,55,33,15,55,1,4,1,4,5,0.091,1,0.018,0.083,0,0,0.182,0.059,17,1,0.045,0.064,47,3
宮島学園北海道製菓専門学校,私立,北海道,専修学校,42,29,16,105,1,3,0,2,12,0.114,4,0.038,0.067,0,0.067,0,0,29,0,0.095,0.036,84,3
宮島学園北海道調理師専門学校,私立,北海道,専修学校,88,53,31,73,2,1,0,7,12,0.164,0,0,0,0,0,0,0,14,0,0.057,0.015,65,1
勤医協札幌看護専門学校,私立,北海道,専修学校,182,78,26,132,8,2,0,12,2,0.015,1,0.008,0,0,0,0.042,0,33,0,0,0.017,119,2
琴似看護専門学校,私立,北海道,専修学校,94,48,23,99,3,1,0,10,4,0.04,2,0.02,0.1,0,0,0.037,0,17,0,0.045,0.041,97,4
駒沢看護専門学校,私立,北海道,専修学校,196,131,46,175,7,0,0,14,7,0.04,2,0.011,0.053,0,0,0,0.049,41,2,0.008,0,151,0
釧路市医師会看護専門学校,私立,北海道,専修学校,110,54,24,96,10,1,0,8,4,0.042,0,0,0,0,0,0,0,30,0,0,0,66,0
釧路専門学校,私立,北海道,専修学校,117,51,25,145,8,4,0,4,15,0.103,2,0.014,0,0,0,0.031,0.036,55,2,0.03,0.028,106,3
釧路労災看護専門学校,私立,北海道,専修学校,90,,,47,,,,,,,,,,,,,,,,,,,
経専医療事務薬業専門学校,私立,北海道,専修学校,165,85,37,193,3,6,0,15,11,0.057,2,0.01,0.05,0.03,0.026,0.053,0,45,0,0.022,0.027,148,4
経専音楽放送芸術専門学校,私立,北海道,専修学校,263,167,78,425,4,20,5,33,50,0.118,20,0.047,0.041,0.067,0.063,0.059,0.074,95,7,0.053,0.047,405,19
経専調理製菓専門学校,私立,北海道,専修学校,381,203,93,466,3,15,2,30,48,0.103,14,0.03,0.027,0.076,0.071,0.046,0.02,98,2,0.046,0.048,436,21
経専北海道どうぶつ専門学校,私立,北海道,専修学校,106,75,29,209,5,9,0,12,21,0.1,7,0.033,0.133,0.029,0.094,0.051,0.021,48,1,0.041,0.038,237,9
経専北海道観光専門学校,私立,北海道,専修学校,205,105,57,281,4,13,2,25,31,0.11,9,0.032,0.023,0.023,0.031,0.045,0.015,66,1,0.047,0.042,216,9
経専北海道保育専門学校,私立,北海道,専修学校,402,249,112,471,4,10,1,36,37,0.079,8,0.017,0.013,0.056,0.053,0.016,0.029,102,3,0.057,0.037,433,16
光塩学園調理製菓専門学校,私立,北海道,専修学校,477,202,122,510,10,16,0,46,50,0.098,11,0.022,0.068,0.03,0.02,0.073,0.031,128,4,0.022,0.032,440,14
札幌ＹＭＣＡ英語・コミュニケーション専門学校,私立,北海道,専修学校,27,,,25,,,,,,,,,,,,,,,,,,,
札幌こども専門学校,私立,北海道,専修学校,495,335,152,430,17,16,3,33,49,0.114,17,0.04,0.021,0.097,0.141,0.084,0.033,121,4,0.074,0.051,333,17
札幌スイーツアンドカフェ専門学校,私立,北海道,専修学校,100,,,16,,,,,,,,,,,,,,,,,,,
札幌スクールオブビジネス,私立,北海道,専修学校,96,45,25,290,1,8,6,21,26,0.09,12,0.041,0.029,0.062,0.048,0,0.049,41,2,0.041,0.017,344,6
札幌スクールオブミュージック＆ダンス専門学校,私立,北海道,専修学校,217,126,75,115,8,6,0,4,19,0.165,8,0.07,,,0,0.116,0.046,65,3,0,0.1,50,5
札幌スポーツ＆メディカル専門学校,私立,北海道,専修学校,243,170,102,249,7,7,0,20,35,0.141,17,0.068,0.042,0.057,0,0.054,0.063,64,4,0.023,0.044,206,9
札幌デザイナー学院,私立,北海道,専修学校,184,106,47,308,3,16,3,29,31,0.101,11,0.036,0.029,0.143,0.051,0,0.061,49,3,0.025,0.012,323,4
札幌ビジュアルアーツ,私立,北海道,専修学校,212,118,60,600,5,49,4,47,75,0.125,25,0.042,0.067,0.038,0.07,0.058,0.048,83,4,0.058,0.05,622,31
札幌ビューティーアート専門学校,私立,北海道,専修学校,311,190,106,422,10,14,1,37,64,0.152,16,0.038,0.037,0.035,0.039,0.063,0.073,124,9,0.063,0.029,373,11
札幌ブライダル専門学校,私立,北海道,専修学校,233,163,91,264,6,3,1,16,28,0.106,10,0.038,0,0.043,0.035,0.029,0.016,63,1,0.023,0.045,202,9
札幌ベルエポック製菓調理専門学校,私立,北海道,専修学校,368,189,119,449,9,13,4,30,48,0.107,16,0.036,0.098,0,0.02,0.079,0.035,114,4,0.039,0.04,397,16
札幌ベルエポック美容専門学校,私立,北海道,専修学校,433,315,180,624,7,33,4,42,98,0.157,34,0.054,0.053,0.065,0.036,0.113,0.07,172,12,0.039,0.065,558,36
札幌リハビリテーション専門学校,私立,北海道,専修学校,272,177,43,270,25,7,3,35,10,0.037,1,0.004,0,0.048,0,0.02,0,61,0,0,0.012,256,3
札幌医学技術福祉歯科専門学校,私立,北海道,専修学校,716,410,151,559,38,8,3,52,21,0.038,4,0.007,0.026,0,0.007,0,0.013,160,2,0.012,0,455,0
札幌医療リハビリ専門学校,私立,北海道,専修学校,328,217,87,431,10,25,1,40,40,0.093,8,0.019,0.032,0.021,0.022,0.034,0.043,94,4,0.014,0.028,363,10
札幌医療秘書福祉専門学校,私立,北海道,専修学校,653,352,182,727,14,22,1,46,44,0.061,10,0.014,0.008,0.017,0.014,0.049,0.006,160,1,0.022,0.028,675,19
札幌科学技術専門学校,私立,北海道,専修学校,320,161,97,445,18,15,3,25,47,0.106,17,0.038,0.014,0.074,0.019,0.025,0.021,97,2,0.032,0.031,418,13
札幌観光ブライダル・製菓専門学校,私立,北海道,専修学校,262,142,86,121,1,2,0,6,16,0.132,8,0.066,,,0,0.018,0.016,61,1,0,0.017,60,1
札幌工科専門学校,私立,北海道,専修学校,83,25,20,52,1,3,0,4,1,0.019,1,0.019,0.222,0,0.182,0,0,11,0,0.098,0,48,0
札幌歯科学院専門学校,私立,北海道,専修学校,210,90,32,161,7,6,0,10,7,0.043,0,0,0,0.053,0,0,0,54,0,0,0,126,0
札幌商工会議所付属専門学校,私立,北海道,専修学校,460,186,92,694,21,23,2,42,63,0.091,17,0.024,0.037,0.008,0.038,0.03,0.029,102,3,0.023,0.018,684,12
札幌情報未来専門学校,私立,北海道,専修学校,37,27,10,57,2,2,0,3,8,0.14,1,0.018,0,0,0,0.063,0,14,0,0,0.018,57,1
札幌心療福祉専門学校,私立,北海道,専修学校,48,31,9,56,3,1,1,5,5,0.089,3,0.054,0.083,0.286,0.067,0,0,10,0,0.059,0.017,58,1
札幌青葉鍼灸柔整専門学校,私立,北海道,専修学校,402,255,72,467,45,40,1,38,31,0.066,14,0.03,0.101,0.023,0.079,0.029,0,103,0,0.04,0.03,434,13
札幌福祉医薬専門学校,私立,北海道,専修学校,96,54,34,204,6,5,0,20,22,0.108,5,0.025,0,0.029,0.051,0.048,0,48,0,0.031,0.023,175,4
札幌放送芸術専門学校,私立,北海道,専修学校,200,134,73,127,8,6,0,3,21,0.165,5,0.039,,,0,0.047,0.027,75,2,0,0.058,52,3
札幌幼児保育専門学校,私立,北海道,専修学校,51,,,41,,,,,,,,,,,,,,,,,,,
修学院札幌調理師専門学校,私立,北海道,専修学校,24,,,16,,,,,,,,,,,,,,,,,,,
小樽看護専門学校,私立,北海道,専修学校,126,37,17,78,2,1,0,3,1,0.013,0,0,0,0,0,0,0,10,0,0.011,0.022,89,2
小樽歯科衛生士専門学校,私立,北海道,専修学校,58,29,14,67,5,0,0,12,4,0.06,0,0,0,0,0,0,0,17,0,0.018,0,59,0
青山建築デザイン・医療事務専門学校,私立,北海道,専修学校,241,150,87,322,20,9,2,11,27,0.084,11,0.034,0.02,0.035,0.023,0,0.042,95,4,0.03,0.025,276,7
専修学校ロシア極東大函館校,私立,北海道,専修学校,26,,,21,,,,,,,,,,,,,,,,,,,
専門学校エステティックビューティー札幌,私立,北海道,専修学校,37,16,8,52,1,3,0,2,6,0.115,0,0,0,0.067,0,0.071,0,11,0,0,0.021,47,1
専門学校釧路ケアカレッジ,私立,北海道,専修学校,40,,,45,,,,,,,,,,,,,,,,,,,
専門学校札幌マンガ・アニメ学院,私立,北海道,専修学校,260,159,83,444,4,21,2,25,61,0.137,18,0.041,0.06,0.025,0.04,0.022,0.075,107,8,0.029,0.038,400,15
専門学校北海道体育大学校,私立,北海道,専修学校,298,204,64,354,14,23,2,29,38,0.107,11,0.031,0.015,0,0.094,0.012,0.079,89,7,0.043,0.038,317,12
専門学校北海道福祉大学校,私立,北海道,専修学校,254,108,54,217,12,11,2,26,19,0.088,5,0.023,0.139,0.037,0.05,0.056,0.016,61,1,0.038,0.024,206,5
帯広コア専門学校,私立,北海道,専修学校,70,29,11,84,2,5,0,7,7,0.083,5,0.06,0,0,0.267,0,0,25,0,0.06,0.055,73,4
帯広調理師専門学校,私立,北海道,専修学校,39,,,8,,,,,,,,,,,,,,,,,,,
大原医療福祉専門学校,私立,北海道,専修学校,271,137,64,311,5,12,3,22,19,0.061,7,0.023,0.021,0.041,0,0.027,0.022,90,2,0.008,0.015,260,4
大原簿記公務員情報医療専門学校函館校,私立,北海道,専修学校,146,83,47,215,1,8,1,14,16,0.074,5,0.023,0.2,0.016,0,0,0.055,55,3,0.017,0.013,160,2
大原簿記情報専門学校札幌校,私立,北海道,専修学校,257,141,61,371,11,11,0,26,30,0.081,8,0.022,0.015,0.033,0.025,0.056,0.042,95,4,0.023,0.03,328,10
大原法律公務員専門学校,私立,北海道,専修学校,466,231,123,665,15,21,1,40,49,0.074,12,0.018,0.011,0.031,0.019,0.008,0,167,0,0.02,0.019,566,11
池見札幌歯科衛生士専門学校,私立,北海道,専修学校,68,41,12,71,6,4,0,11,3,0.042,0,0,0,0,0,0,0,16,0,0.026,0.03,66,2
池上学院グローバルアカデミー専門学校,私立,北海道,専修学校,54,14,5,66,1,3,0,5,10,0.152,0,0,0.071,0,0.071,0.067,0,18,0,0.018,0.053,57,3
中村記念病院附属看護学校,私立,北海道,専修学校,120,33,11,52,2,2,0,6,1,0.019,0,0,0,0,0,0,0,13,0,0,0,53,0
道東ヘアメイク専門学校,私立,北海道,専修学校,42,,,43,,,,,,,,,,,,,,,,,,,
苫小牧看護専門学校,私立,北海道,専修学校,130,35,19,92,6,2,0,4,4,0.043,0,0,0,0,0,0.056,0,10,0,0,0.01,103,1
日鋼記念看護学校,私立,北海道,専修学校,199,110,36,213,8,3,0,14,10,0.047,2,0.009,0,0,0,0,0,46,0,0.011,0.021,191,4
日本工学院北海道専門学校,私立,北海道,専修学校,465,295,129,881,18,35,4,48,70,0.079,21,0.024,0.024,0.015,0.034,0.052,0.03,164,5,0.033,0.041,877,36
日本航空専門学校,私立,北海道,専修学校,528,286,126,493,11,9,2,25,41,0.083,13,0.026,0,0.011,0.028,0.011,0.038,104,4,0.021,0.021,481,10
日本福祉リハビリテーション学院,私立,北海道,専修学校,266,176,4,316,15,5,0,38,10,0.032,2,0.006,0,0.015,0,0.019,0,60,0,0.008,0.015,327,5
日本福祉学院,私立,北海道,専修学校,30,10,4,69,2,1,0,6,4,0.058,0,0,0,0,0,0,0,9,0,0.011,0,82,0
日本福祉看護・診療放射線学院,私立,北海道,専修学校,288,184,40,246,12,11,0,23,11,0.045,4,0.016,0.068,0.068,0,0.019,0,56,0,0.028,0.032,248,8
函館看護専門学校,私立,北海道,専修学校,136,82,30,144,8,5,0,14,4,0.028,1,0.007,0.025,0,0,0,0.031,32,1,0.005,0.012,170,2
函館厚生院看護専門学校,私立,北海道,専修学校,113,53,23,93,4,0,0,8,1,0.011,0,0,0,0,0,0,0,24,0,0.029,0.024,82,2
函館市医師会看護専門学校,私立,北海道,専修学校,78,25,15,59,1,1,0,4,2,0.034,0,0,0,0,0,0,0,6,0,0.029,0.014,70,1
函館歯科衛生士専門学校,私立,北海道,専修学校,100,,,49,,,,,,,,,,,,,,,,,,,
函館短期大学付設調理製菓専門学校,私立,北海道,専修学校,74,,,15,,,,,,,,,,,,,,,,,,,
函館理容美容専門学校,私立,北海道,専修学校,69,32,15,90,0,4,0,4,12,0.133,4,0.044,0,0.056,0.053,0,0.053,19,1,0.015,0.025,81,2
函館臨床福祉専門学校,私立,北海道,専修学校,115,53,20,111,1,0,1,10,13,0.117,3,0.027,0.048,0.043,0,0.107,0,20,0,0.017,0.055,110,6
美芸学園幼児教育専門学校,私立,北海道,専修学校,56,28,13,71,1,4,0,1,3,0.042,1,0.014,0,0.083,0,0,0,14,0,0.02,0.026,77,2
北海道エコ・動物自然専門学校,私立,北海道,専修学校,224,102,52,288,10,11,0,21,15,0.052,4,0.014,0.055,0,0.059,0.034,0.013,75,1,0.029,0.023,264,6
北海道ドレスメーカー学院,私立,北海道,専修学校,84,29,21,165,6,14,2,12,17,0.103,4,0.024,0.079,0,0,0,0.036,28,1,0.034,0.006,155,1
北海道ハイテクノロジー専門学校,私立,北海道,専修学校,1100,673,244,1491,59,40,11,123,89,0.06,28,0.019,0.014,0.013,0.037,0.017,0.01,302,3,0.023,0.015,1495,23
北海道メディカル・スポーツ専門学校,私立,北海道,専修学校,362,225,90,151,39,6,2,4,14,0.093,4,0.026,,,,0,0.013,78,1,,0,73,0
北海道リハビリテーション大学校,私立,北海道,専修学校,326,237,66,308,35,5,0,31,12,0.039,2,0.006,0,0,0.018,0,0,67,0,0.023,0.017,289,5
北海道医学技術専門学校,私立,北海道,専修学校,113,74,32,119,9,2,0,18,4,0.034,0,0,0,0,0,0,0,27,0,0,0,106,0
北海道医薬専門学校,私立,北海道,専修学校,372,237,107,430,16,6,3,39,32,0.074,8,0.019,0.04,0.019,0.013,0,0,97,0,0.009,0.015,393,6
北海道医療センター附属札幌看護学校,私立,北海道,専修学校,240,134,47,177,7,0,0,24,8,0.045,1,0.006,0,0,0,0,0,34,0,0.005,0,182,0
北海道医療大学歯学部附属歯科衛生士専門学校,私立,北海道,専修学校,141,72,28,83,8,0,1,4,3,0.036,0,0,0,0,0,0,0,20,0,0,0,83,0
北海道看護専門学校,私立,北海道,専修学校,232,149,52,67,12,2,0,2,0,0,0,0,,,0,0,0,53,0,0,0,14,0
北海道芸術デザイン専門学校,私立,北海道,専修学校,437,219,119,472,12,28,6,37,37,0.078,14,0.03,0.037,0.048,0.01,0.051,0.049,103,5,0.026,0.033,450,15
北海道歯科衛生士専門学校,私立,北海道,専修学校,186,83,29,204,8,6,1,20,7,0.034,2,0.01,0,0,0,0,0.023,43,1,0.015,0.023,174,4
北海道歯科技術専門学校,私立,北海道,専修学校,81,49,29,147,0,20,1,9,6,0.041,3,0.02,0.071,0,0.069,0,0,31,0,0.039,0.014,138,2
北海道自動車整備大学校,私立,北海道,専修学校,180,100,52,219,4,10,1,17,23,0.105,6,0.027,0.093,0.069,0.02,0,0.077,52,4,0.018,0.026,191,5
北海道社会事業協会帯広看護専門学校,私立,北海道,専修学校,86,22,11,67,1,0,0,5,0,0,0,0,0,0,0,0,0,17,0,0.019,0,56,0
北海道柔道整復専門学校,私立,北海道,専修学校,142,72,27,125,23,2,0,9,5,0.04,2,0.016,0,0.043,0.065,0,0,35,0,0.032,0.009,112,1
北海道情報専門学校,私立,北海道,専修学校,1055,694,261,1263,39,26,2,101,148,0.117,32,0.025,0.039,0.026,0.033,0.023,0.008,256,2,0.031,0.029,1188,34
北海道千歳リハビリテーション学院,私立,北海道,専修学校,328,220,88,359,16,5,2,47,12,0.033,2,0.006,0.02,0.014,0,0,0,81,0,0.02,0.003,356,1
北海道中央調理技術専門学校,私立,北海道,専修学校,85,52,24,123,1,8,0,7,22,0.179,11,0.089,0.056,0.111,0.043,0.043,0.146,41,6,0.052,0.067,90,6
北海道農業専門学校,私立,北海道,専修学校,46,,,25,,,,,,,,,,,,,,,,,,,
北海道美容専門学校,私立,北海道,専修学校,301,154,83,515,6,14,1,38,72,0.14,16,0.031,0.058,0.034,0.049,0.04,0.05,120,6,0.043,0.025,482,12
北海道福祉教育専門学校,私立,北海道,専修学校,138,56,30,108,4,5,0,2,6,0.056,2,0.019,0,0,0,0.03,0,17,0,0,0.01,100,1
北海道文化服装専門学校,私立,北海道,専修学校,81,54,26,127,3,3,1,7,14,0.11,5,0.039,0,0,0,0,0.12,25,3,0,0.008,125,1
北海道理容美容専門学校,私立,北海道,専修学校,335,224,126,593,8,26,1,46,72,0.121,20,0.034,0.029,0.049,0.047,0.039,0.015,134,2,0.047,0.048,557,27
北海道鍼灸専門学校,私立,北海道,専修学校,113,44,24,93,9,6,1,9,7,0.075,2,0.022,0,0,0,0,0,24,0,0,0,84,0
北見医師会看護専門学校,私立,北海道,専修学校,33,,,24,,,,,,,,,,,,,,,,,,,
北見情報ビジネス専門学校,私立,北海道,専修学校,62,,,27,,,,,,,,,,,,,,,,,,,
北見美容専門学校,私立,北海道,専修学校,37,24,14,62,0,2,1,5,8,0.129,4,0.065,0.067,0,0,0,0.125,16,2,0.017,0.019,54,1
北斗文化学園インターナショナル調理技術専門学校,私立,北海道,専修学校,15,,,26,,,,,,,,,,,,,,,,,,,
北都保健福祉専門学校,私立,北海道,専修学校,303,173,57,309,36,2,0,29,23,0.074,8,0.026,0.019,0,0.019,0,0.048,63,3,0.011,0.007,292,2
北日本自動車大学校,私立,北海道,専修学校,38,,,39,,,,,,,,,,,,,,,,,,,
Ｓ．Ｋ．Ｋ．情報ビジネス専門学校,私立,青森,専修学校,144,59,33,139,4,8,1,11,9,0.065,1,0.007,0,0.045,0,0,0,37,0,0.019,0.016,124,2
アレック情報ビジネス学院,私立,青森,専修学校,152,54,33,180,8,1,0,11,7,0.039,0,0,0.033,0,0,0.02,0,42,0,0,0.019,161,3
サンモードスクールオブデザイン,私立,青森,専修学校,14,,,17,,,,,,,,,,,,,,,,,,,
ヘアーアートカレッジ木浪学園,私立,青森,専修学校,69,39,18,105,1,1,1,8,9,0.086,4,0.038,0,0.036,0,0.037,0.059,17,1,0.022,0.01,104,1
一般財団法人双仁会厚生看護専門学校,私立,青森,専修学校,59,,,1,,,,,,,,,,,,,,,,,,,
弘前厚生学院,私立,青森,専修学校,71,36,19,175,9,4,1,4,15,0.086,1,0.006,0,0,0,0.043,0.021,47,1,0.03,0.02,152,3
弘前市医師会看護専門学校,私立,青森,専修学校,120,,,41,,,,,,,,,,,,,,,,,,,
弘前病院附属看護学校,私立,青森,専修学校,125,91,26,153,12,1,0,11,2,0.013,0,0,0,0,0,0,0,31,0,0.008,0,149,0
青森ビジネス専門学校,私立,青森,専修学校,16,,,13,,,,,,,,,,,,,,,,,,,
青森県ヘアアーチスト専門学校,私立,青森,専修学校,92,53,25,123,1,1,0,5,11,0.089,1,0.008,0.067,0,0,0,0,30,0,0.012,0.01,102,1
青森歯科医療専門学校,私立,青森,専修学校,155,102,39,101,2,2,0,8,3,0.03,0,0,0,0,0.095,0,0,26,0,0.035,0,92,0
青森中央経理専門学校,私立,青森,専修学校,54,36,21,66,1,1,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,58,0
青森中央文化専門学校,私立,青森,専修学校,12,,,16,,,,,,,,,,,,,,,,,,,
東奥保育・福祉専門学院,私立,青森,専修学校,93,30,14,108,1,0,1,7,4,0.037,0,0,0,0.042,0,0,0,11,0,0.028,0.025,121,3
東北コンピュータ専門学校,私立,青森,専修学校,37,,,47,,,,,,,,,,,,,,,,,,,
東北メディカル学院,私立,青森,専修学校,249,216,61,238,32,6,0,21,3,0.013,0,0,0,0,0,0,0,69,0,0.01,0,204,0
東北栄養専門学校,私立,青森,専修学校,53,33,10,82,2,3,0,0,3,0.037,2,0.024,0,0,0,0,0.091,22,2,0,0.015,68,1
八戸看護専門学校,私立,青森,専修学校,150,94,32,163,16,0,0,8,5,0.031,1,0.006,0.029,0,0,0,0,34,0,0.014,0,152,0
八戸歯科衛生士専門学校,私立,青森,専修学校,102,77,20,63,2,2,0,6,6,0.095,2,0.032,0,0,0.056,0,0.042,24,1,0.033,0,39,0
八戸社会福祉専門学校,私立,青森,専修学校,36,,,45,,,,,,,,,,,,,,,,,,,
八戸理容美容専門学校,私立,青森,専修学校,113,65,32,116,1,7,1,4,14,0.121,8,0.069,0,0.115,0.037,0,0.038,26,1,0.059,0.065,107,7
一般財団法人岩手理容美容専門学校,私立,岩手,専修学校,4,,,15,,,,,,,,,,,,,,,,,,,
花巻高等看護専門学校,私立,岩手,専修学校,121,66,23,125,6,2,0,9,1,0.008,0,0,0,0,0,0,0,22,0,0.008,0,123,0
岩手リハビリテーション学院,私立,岩手,専修学校,235,183,63,300,17,0,2,23,3,0.01,0,0,0.023,0,0,0,0,57,0,0.004,0,296,0
岩手医科大学医療専門学校,私立,岩手,専修学校,139,70,25,142,10,0,0,11,5,0.035,0,0,0,0,0,0,0,30,0,0.007,0,139,0
岩手看護専門学校,私立,岩手,専修学校,199,62,20,92,5,2,0,3,7,0.076,0,0,0,0,0,0,0,23,0,0,0.012,84,1
岩手公務員専門学校,私立,岩手,専修学校,48,,,15,,,,,,,,,,,,,,,,,,,
国際医療福祉専門学校一関校,私立,岩手,専修学校,81,53,29,52,3,0,0,0,2,0.038,0,0,,0,0,0,0,25,0,0,0,27,0
菜園調理師専門学校,私立,岩手,専修学校,76,34,19,89,1,1,0,5,10,0.112,2,0.022,0.063,0.059,0,0.083,0,15,0,0.012,0.032,94,3
上野法律ビジネス専門学校,私立,岩手,専修学校,340,160,90,492,13,11,1,26,18,0.037,4,0.008,0.024,0.01,0.01,0.011,0,118,0,0.032,0.018,456,8
水沢学苑看護専門学校,私立,岩手,専修学校,118,72,33,102,4,1,0,6,4,0.039,0,0,0,0.05,0,0,0,23,0,0.012,0.01,97,1
盛岡カレッジオブビジネス,私立,岩手,専修学校,190,103,46,316,8,1,0,13,17,0.054,5,0.016,0,0,0.031,0.014,0.014,70,1,0.016,0.01,294,3
盛岡ヘアメイク専門学校,私立,岩手,専修学校,219,124,59,449,4,10,2,23,49,0.109,11,0.024,0.059,0.056,0.012,0.031,0.025,79,2,0.044,0.033,448,15
盛岡ペットワールド専門学校,私立,岩手,専修学校,126,62,29,228,1,2,0,17,19,0.083,4,0.018,0.037,0.02,0.088,0.052,0.035,57,2,0.044,0.042,192,8
盛岡医療福祉専門学校,私立,岩手,専修学校,845,486,179,1020,61,27,3,66,66,0.065,26,0.025,0.04,0.055,0.018,0.018,0.023,217,5,0.03,0.028,941,26
盛岡公務員法律専門学校,私立,岩手,専修学校,194,131,54,352,6,5,0,15,22,0.063,5,0.014,0,0.015,0,0.038,0.011,92,1,0.032,0.03,299,9
盛岡社会福祉専門学校,私立,岩手,専修学校,124,46,23,146,2,0,0,8,8,0.055,2,0.014,0.036,0.031,0,0.033,0,26,0,0.015,0.014,143,2
盛岡情報ビジネス専門学校,私立,岩手,専修学校,433,239,99,545,26,14,3,29,48,0.088,11,0.02,0.078,0.044,0.028,0.022,0.007,135,1,0.061,0.026,464,12
専修大学北上福祉教育専門学校,私立,岩手,専修学校,166,61,28,206,6,6,0,5,15,0.073,3,0.015,0.04,0.022,0.059,0.022,0,57,0,0.021,0.03,169,5
東北ヘアーモード学院,私立,岩手,専修学校,40,18,12,53,0,1,0,2,3,0.057,0,0,0.067,0.143,0,0,0,10,0,0,0,52,0
北日本ハイテクニカルクッキングカレッジ,私立,岩手,専修学校,251,131,82,306,14,9,0,15,29,0.095,11,0.036,0.059,0.05,0,0,0,78,0,0.039,0.038,265,10
北日本ヘア・スタイリストカレッジ,私立,岩手,専修学校,137,84,54,253,5,8,2,17,24,0.095,6,0.024,0.049,0.034,0.026,0.016,0.019,52,1,0.034,0.021,237,5
北日本医療福祉専門学校,私立,岩手,専修学校,123,56,29,165,4,3,1,11,8,0.048,0,0,0,0.037,0,0,0,42,0,0.016,0.007,143,1
ＳＥＮＤＡＩ中央理容美容専門学校,私立,宮城,専修学校,160,72,42,212,2,7,0,9,27,0.127,5,0.024,0.051,0.023,0.075,0,0,57,0,0.083,0.016,187,3
アニマルインターカレッジ,私立,宮城,専修学校,135,72,33,229,5,7,1,10,13,0.057,4,0.017,0,0,0.061,0,0.018,56,1,0.02,0.023,217,5
デジタルアーツ仙台,私立,宮城,専修学校,337,164,90,348,10,8,0,30,39,0.112,11,0.032,0.044,0.054,0.026,0.014,0,74,0,0.067,0.037,328,12
ファッション芸術専門学校ＤＯＲＥＭＥ,私立,宮城,専修学校,135,47,26,219,6,2,2,22,25,0.114,8,0.037,0.054,0,0.055,0.057,0.022,46,1,0.042,0.025,197,5
花壇自動車大学校,私立,宮城,専修学校,623,294,156,850,80,11,3,16,79,0.093,27,0.032,0.036,0.026,0.018,0.021,0.025,198,5,0.046,0.045,792,36
宮城高等歯科衛生士学院,私立,宮城,専修学校,149,68,27,155,8,3,0,18,10,0.065,4,0.026,0.034,0.036,0,0.029,0.051,39,2,0.015,0.021,145,3
宮城調理製菓専門学校,私立,宮城,専修学校,303,154,96,332,6,4,0,25,26,0.078,4,0.012,0.018,0,0.014,0.032,0.011,94,1,0.021,0.026,269,7
宮城文化服装専門学校,私立,宮城,専修学校,64,25,13,97,2,2,1,4,6,0.062,0,0,0.036,0,0,0,0,13,0,0.034,0.009,109,1
国際マルチビジネス専門学校,私立,宮城,専修学校,178,94,52,308,3,7,1,10,34,0.11,8,0.026,0.067,0,0.014,0,0.028,72,2,0.043,0.018,278,5
石巻赤十字看護専門学校,私立,宮城,専修学校,122,38,17,77,6,1,0,8,1,0.013,0,0,0,0,0,0,0,10,0,0,0,80,0
赤門自動車整備大学校,私立,宮城,専修学校,101,41,22,207,0,5,0,10,27,0.13,13,0.063,0.068,0,0.137,0.043,0.034,29,1,0.078,0.072,207,15
赤門鍼灸柔整専門学校,私立,宮城,専修学校,316,97,37,187,14,3,3,24,16,0.086,3,0.016,0.051,0,0.128,0,0,37,0,0.057,0.038,185,7
